player_key,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,rosterstatus,games_played_current_season_flag,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,draft_date
204065,David,Stockton,David Stockton,"Stockton, David",D. Stockton,david-stockton,1991-06-24T00:00:00,Gonzaga,USA,Gonzaga/USA,180.34,165.0,3,5.0,Inactive,N,david_stockton,2014,2017,Y,Y,Y,2014,0,0,N,2014-06-26
1629151,Ryan,Broekhoff,Ryan Broekhoff,"Broekhoff, Ryan",R. Broekhoff,ryan-broekhoff,1990-08-23T00:00:00,Valparaiso,Australia,Valparaiso/Australia,198.12,215.0,3,45.0,Inactive,N,ryan_broekhoff,2018,2019,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203521,Matthew,Dellavedova,Matthew Dellavedova,"Dellavedova, Matthew",M. Dellavedova,matthew-dellavedova,1990-09-08T00:00:00,Saint Mary's,Australia,Saint Mary's/Australia,190.5,200.0,10,8.0,Inactive,N,matthew_dellavedova,2013,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203546,Ian,Clark,Ian Clark,"Clark, Ian",I. Clark,ian-clark,1991-03-07T00:00:00,Belmont,USA,Belmont/USA,190.5,175.0,7,2.0,Inactive,N,ian_clark,2013,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203488,Mike,Muscala,Mike Muscala,"Muscala, Mike",M. Muscala,mike-muscala,1991-07-01T00:00:00,Bucknell,USA,Bucknell/USA,208.28,240.0,12,50.0,Inactive,N,mike_muscala,2013,2023,Y,Y,Y,2013,2,44,N,2013-06-27
203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh/USA,190.5,190.0,12,3.0,Active,Y,cj_mccollum,2013,2025,Y,Y,Y,2013,1,10,N,2013-06-27
203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,200.66,209.0,12,33.0,Inactive,N,robert_covington,2013,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203489,Nate,Wolters,Nate Wolters,"Wolters, Nate",N. Wolters,nate-wolters,1991-05-15T00:00:00,South Dakota State,USA,South Dakota State/USA,193.04,190.0,3,,Inactive,N,nate_wolters,2013,2017,Y,Y,Y,2013,2,38,N,2013-06-27
203506,Victor,Oladipo,Victor Oladipo,"Oladipo, Victor",V. Oladipo,victor-oladipo,1992-05-04T00:00:00,Indiana,USA,Indiana/USA,190.5,213.0,11,4.0,Inactive,N,victor_oladipo,2013,2022,N,Y,Y,2013,1,2,N,2013-06-27
1628455,Mike,James,Mike James,"James, Mike",A. James,mike-james,1990-08-18T00:00:00,Lamar,USA,Lamar/USA,185.42,175.0,3,55.0,Inactive,N,mike_james,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,195.57999999999998,205.0,12,10.0,Active,Y,tim_hardaway_jr,2013,2025,Y,Y,Y,2013,1,24,N,2013-06-27
1627858,Kyle,Collinsworth,Kyle Collinsworth,"Collinsworth, Kyle",K. Collinsworth,kyle-collinsworth,1991-10-03T00:00:00,Brigham Young,USA,Brigham Young/USA,198.12,210.0,2,8.0,Inactive,N,kyle_collinsworth,2017,2017,Y,Y,Y,2016,,,N,2016-06-23
203503,Tony,Snell,Tony Snell,"Snell, Tony",T. Snell,tony-snell,1991-11-10T00:00:00,New Mexico,USA,New Mexico/USA,198.12,213.0,10,21.0,Inactive,N,tony_snell,2013,2021,Y,Y,Y,2013,1,20,N,2013-06-27
1626202,Joe,Young,Joe Young,"Young, Joe",J. Young,joe-young,1992-06-27T00:00:00,Oregon,USA,Oregon/USA,187.96,185.0,3,3.0,Inactive,N,joe_young,2015,2017,Y,Y,Y,2015,2,43,N,2015-06-25
204028,Tarik,Black,Tarik Black,"Black, Tarik",T. Black,tarik-black,1991-11-22T00:00:00,Kansas,USA,Kansas/USA,205.74,250.0,5,28.0,Inactive,N,tarik_black,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,195.57999999999998,194.0,11,0.0,Active,Y,jordan_clarkson,2014,2025,Y,Y,Y,2014,2,46,N,2014-06-26
1627855,Okaro,White,Okaro White,"White, Okaro",O. White,okaro-white,1992-08-13T00:00:00,Florida State,USA,Florida State/USA,203.2,205.0,4,,Inactive,N,okaro_white,2016,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627215,Walt,Lemon Jr.,Walt Lemon Jr.,"Lemon Jr., Walt",W. Lemon Jr.,walt-lemon-jr,1992-07-26T00:00:00,Bradley,USA,Bradley/USA,190.5,180.0,3,25.0,Inactive,N,walter_lemon jr.,2017,2018,Y,Y,Y,2014,,,N,2014-06-26
203926,Doug,McDermott,Doug McDermott,"McDermott, Doug",D. McDermott,doug-mcdermott,1992-01-03T00:00:00,Creighton,USA,Creighton/USA,200.66,225.0,11,7.0,Active,Y,doug_mcdermott,2014,2025,N,Y,Y,2014,1,11,N,2014-06-26
1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,195.57999999999998,221.0,9,12.0,Inactive,N,torrey_craig,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203493,Reggie,Bullock Jr.,Reggie Bullock Jr.,"Bullock Jr., Reggie",R. Bullock Jr.,reggie-bullock-jr,1991-03-16T00:00:00,North Carolina,USA,North Carolina/USA,198.12,205.0,12,25.0,Inactive,N,reggie_bullock,2013,2023,Y,Y,Y,2013,1,25,N,2013-06-27
203485,Lorenzo,Brown,Lorenzo Brown,"Brown, Lorenzo",L. Brown,lorenzo-brown,1990-08-26T00:00:00,North Carolina State,USA,North Carolina State/USA,195.57999999999998,189.0,5,,Inactive,N,lorenzo_brown,2013,2018,Y,Y,Y,2013,2,52,N,2013-06-27
203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,198.12,220.0,10,,Inactive,N,joe_harris,2014,2023,Y,Y,Y,2014,2,33,N,2014-06-26
204067,Jarell,Eddie,Jarell Eddie,"Eddie, Jarell",J. Eddie,jarell-eddie,1991-10-30T00:00:00,Virginia Tech,USA,Virginia Tech/USA,200.66,218.0,3,31.0,Inactive,N,jarell_eddie,2015,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
204020,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,tyler-johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State/USA,190.5,186.0,8,,Inactive,N,tyler_johnson,2014,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
204456,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,185.42,190.0,10,9.0,Active,Y,t.j._mcconnell,2015,2025,N,Y,Y,2015,0,,N,2015-06-25
204038,Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,langston-galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,185.42,200.0,9,,Inactive,N,langston_galloway,2014,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203460,Andre,Roberson,Andre Roberson,"Roberson, Andre",A. Roberson,andre-roberson,1991-12-04T00:00:00,Colorado,USA,Colorado/USA,200.66,210.0,7,,Inactive,N,andre_roberson,2013,2020,Y,Y,Y,2013,1,26,N,2013-06-27
203900,Markel,Brown,Markel Brown,"Brown, Markel",M. Brown,markel-brown,1992-01-29T00:00:00,Oklahoma State,USA,Oklahoma State/USA,190.5,190.0,4,26.0,Inactive,N,markel_brown,2014,2017,Y,Y,Y,2014,2,44,N,2014-06-26
203894,Shabazz,Napier,Shabazz Napier,"Napier, Shabazz",S. Napier,shabazz-napier,1991-07-14T00:00:00,Connecticut,USA,Connecticut/USA,182.88,175.0,7,5.0,Inactive,N,shabazz_napier,2014,2019,Y,Y,Y,2014,1,24,N,2014-06-26
1628035,Alfonzo,McKinnie,Alfonzo McKinnie,"McKinnie, Alfonzo",A. McKinnie,alfonzo-mckinnie,1992-09-17T00:00:00,Wisc.-Green Bay,USA,Wisconsin-Green Bay/USA,200.66,215.0,5,,Inactive,N,alfonzo_mckinnie,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203505,Vander,Blue,Vander Blue,"Blue, Vander",V. Blue,vander-blue,1992-07-17T00:00:00,Marquette,USA,Marquette/USA,195.57999999999998,200.0,3,,Inactive,N,vander_blue,2013,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626170,Jerian,Grant,Jerian Grant,"Grant, Jerian",J. Grant,jerian-grant,1992-10-09T00:00:00,Notre Dame,USA,Notre Dame/USA,193.04,198.0,6,22.0,Inactive,N,jerian_grant,2015,2019,Y,Y,Y,2015,1,19,N,2015-06-25
203940,Adreian,Payne,Adreian Payne,"Payne, Adreian",A. Payne,adreian-payne,1991-02-19T00:00:00,Michigan State,USA,Michigan State/USA,208.28,237.0,4,,Inactive,N,adreian_payne,2014,2017,Y,Y,Y,2014,1,15,N,2014-06-26
203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,allen-crabbe,1992-04-09T00:00:00,California,USA,California/USA,195.57999999999998,212.0,7,,Inactive,N,allen_crabbe,2013,2019,Y,Y,Y,2013,2,31,N,2013-06-27
203961,Eric,Moreland,Eric Moreland,"Moreland, Eric",E. Moreland,eric-moreland,1991-12-24T00:00:00,Oregon State,USA,Oregon State/USA,208.28,238.0,5,15.0,Inactive,N,eric_moreland,2014,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626148,Anthony,Brown,Anthony Brown,"Brown, Anthony",A. Brown,anthony-brown,1992-10-10T00:00:00,Stanford,USA,Stanford/USA,200.66,224.0,4,3.0,Inactive,N,anthony_brown,2015,2017,Y,Y,Y,2015,2,34,N,2015-06-25
203962,Josh,Huestis,Josh Huestis,"Huestis, Josh",J. Huestis,josh-huestis,1991-12-19T00:00:00,Stanford,USA,Stanford/USA,200.66,230.0,4,34.0,Inactive,N,josh_huestis,2015,2017,Y,Y,Y,2014,1,29,N,2014-06-26
203939,Dwight,Powell,Dwight Powell,"Powell, Dwight",D. Powell,dwight-powell,1991-07-20T00:00:00,Stanford,Canada,Stanford/Canada,208.28,240.0,11,7.0,Active,Y,dwight_powell,2014,2025,Y,Y,Y,2014,2,45,N,2014-06-26
203895,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,jordan-mcrae,1991-03-28T00:00:00,Tennessee,USA,Tennessee/USA,195.57999999999998,179.0,5,52.0,Inactive,N,jordan_mcrae,2015,2019,Y,Y,Y,2014,2,58,N,2014-06-26
203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,208.28,248.0,11,41.0,Inactive,N,gorgui_dieng,2013,2022,N,Y,Y,2013,1,21,N,2013-06-27
1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,quinn-cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,185.42,180.0,6,,Inactive,N,quinn_cook,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627850,Marshall,Plumlee,Marshall Plumlee,"Plumlee, Marshall",M. Plumlee,marshall-plumlee,1992-07-14T00:00:00,Duke,USA,Duke/USA,213.36,250.0,2,40.0,Inactive,N,marshall_plumlee,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627763,Malcolm,Brogdon,Malcolm Brogdon,"Brogdon, Malcolm",M. Brogdon,malcolm-brogdon,1992-12-11T00:00:00,Virginia,USA,Virginia/USA,193.04,229.0,10,15.0,Inactive,Y,malcolm_brogdon,2016,2024,N,Y,Y,2016,2,36,N,2016-06-23
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,200.66,220.0,9,2.0,Active,N,dorian_finney-smith,2016,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,ben-mclemore,1993-02-11T00:00:00,Kansas,USA,Kansas/USA,190.5,195.0,10,23.0,Inactive,N,ben_mclemore,2013,2021,Y,Y,Y,2013,1,7,N,2013-06-27
1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,195.57999999999998,209.0,10,21.0,Active,Y,pat_connaughton,2015,2025,N,Y,Y,2015,2,41,N,2015-06-25
203920,Khem,Birch,Khem Birch,"Birch, Khem",K. Birch,khem-birch,1992-09-28T00:00:00,UNLV,Canada,UNLV/Canada,203.2,233.0,7,24.0,Inactive,N,khem_birch,2017,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626199,Darrun,Hilliard,Darrun Hilliard,"Hilliard, Darrun",D. Hilliard,darrun-hilliard,1993-04-13T00:00:00,Villanova,USA,Villanova/USA,198.12,220.0,4,24.0,Inactive,N,darrun_hilliard,2015,2017,Y,Y,Y,2015,2,38,N,2015-06-25
1627988,Myke,Henry,Myke Henry,"Henry, Myke",M. Henry,myke-henry,1992-12-23T00:00:00,DePaul,USA,DePaul/USA,198.12,210.0,2,4.0,Inactive,N,myke_henry,2017,2017,Y,Y,Y,2016,,,N,2016-06-23
203469,Cody,Zeller,Cody Zeller,"Zeller, Cody",C. Zeller,cody-zeller,1992-10-05T00:00:00,Indiana,USA,Indiana/USA,210.82,240.0,12,40.0,Inactive,N,cody_zeller,2013,2023,N,Y,Y,2013,1,4,N,2013-06-27
203504,Trey,Burke,Trey Burke,"Burke, Trey",T. Burke,trey-burke,1992-11-12T00:00:00,Michigan,USA,Michigan/USA,182.88,185.0,10,3.0,Inactive,N,trey_burke,2013,2021,Y,Y,Y,2013,1,9,N,2013-06-27
1627784,Jarrod,Uthoff,Jarrod Uthoff,"Uthoff, Jarrod",J. Uthoff,jarrod-uthoff,1993-05-19T00:00:00,Iowa,USA,Iowa/USA,205.74,220.0,3,7.0,Inactive,N,jarrod_uthoff,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,213.36,240.0,9,33.0,Inactive,Y,frank_kaminsky,2015,2022,Y,Y,Y,2015,1,9,N,2015-06-25
203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,james-ennis-iii,1990-07-01T00:00:00,Cal State-Long Beach,USA,California State-Long Beach/USA,198.12,215.0,8,,Inactive,N,james_ennis_iii,2014,2021,Y,Y,Y,2013,2,50,N,2013-06-27
1626210,Alan,Williams,Alan Williams,"Williams, Alan",A. Williams,alan-williams,1993-01-28T00:00:00,Cal-Santa Barbara,USA,California-Santa Barbara/USA,203.2,265.0,5,15.0,Inactive,N,alan_williams,2015,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203613,Jonathon,Simmons,Jonathon Simmons,"Simmons, Jonathon",J. Simmons,jonathon-simmons,1989-09-14T00:00:00,Houston,USA,Houston/USA,198.12,195.0,5,14.0,Inactive,N,jonathon_simmons,2015,2018,Y,Y,Y,2012,0,0,N,2012-06-28
1627883,Jalen,Jones,Jalen Jones,"Jones, Jalen",J. Jones,jalen-jones,1993-05-27T00:00:00,Texas A&M,USA,Texas A&M/USA,200.66,220.0,3,,Inactive,N,jalen_jones,2017,2018,Y,Y,Y,2016,,,N,2016-06-23
1627395,Julian,Washburn,Julian Washburn,"Washburn, Julian",J. Washburn,julian-washburn,1991-12-18T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,203.2,209.0,2,4.0,Inactive,N,julian_washburn,2018,2018,Y,Y,Y,2015,,,N,2015-06-25
1627758,Ron,Baker,Ron Baker,"Baker, Ron",R. Baker,ron-baker,1993-03-30T00:00:00,Wichita State,USA,Wichita State/USA,193.04,220.0,3,,Inactive,N,ron_baker,2016,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626204,Larry,Nance Jr.,Larry Nance Jr.,"Nance Jr., Larry",L. Nance Jr.,larry-nance-jr,1993-01-01T00:00:00,Wyoming,USA,Wyoming/USA,198.12,245.0,10,22.0,Active,Y,larry_nance_jr,2015,2025,N,Y,Y,2015,1,27,N,2015-06-25
203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,195.57999999999998,215.0,12,26.0,Inactive,Y,spencer_dinwiddie,2014,2024,Y,Y,Y,2014,2,38,N,2014-06-26
1626184,Chasson,Randle,Chasson Randle,"Randle, Chasson",C. Randle,chasson-randle,1993-02-05T00:00:00,Stanford,USA,Stanford/USA,187.96,185.0,5,25.0,Inactive,N,chasson_randle,2016,2020,Y,Y,Y,2015,,,N,2015-06-25
203473,Dewayne,Dedmon,Dewayne Dedmon,"Dedmon, Dewayne",D. Dedmon,dewayne-dedmon,1989-08-12T00:00:00,USC,USA,Southern California/USA,208.28,245.0,11,14.0,Inactive,N,dewayne_dedmon,2013,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626259,Malcolm,Miller,Malcolm Miller,"Miller, Malcolm",M. Miller,malcolm-miller,1993-03-06T00:00:00,Holy Cross,USA,Holy Cross/USA,200.66,210.0,4,13.0,Inactive,N,malcolm_miller,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,195.57999999999998,204.0,12,3.0,Active,Y,kentavious_caldwell-pope,2013,2025,N,Y,Y,2013,1,8,N,2013-06-27
203948,Johnny,O'Bryant III,Johnny O'Bryant III,"O'Bryant III, Johnny",J. O'Bryant III,johnny-obryant-iii,1993-06-01T00:00:00,Louisiana State,USA,Louisiana State/USA,205.74,257.0,5,,Inactive,N,johnny_o'bryant_iii,2014,2017,Y,Y,Y,2014,2,36,N,2014-06-26
203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,203.2,208.0,9,22.0,Inactive,N,rodney_hood,2014,2021,Y,Y,Y,2014,1,23,N,2014-06-26
1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,200.66,230.0,5,16.0,Active,Y,anthony_gill,2020,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,195.57999999999998,200.0,9,,Inactive,Y,josh_richardson,2015,2024,Y,Y,Y,2015,2,40,N,2015-06-25
1626220,Royce,O'Neale,Royce O'Neale,"O'Neale, Royce",R. O'Neale,royce-oneale,1993-06-05T00:00:00,Baylor,USA,Baylor/USA,198.12,226.0,8,0.0,Active,Y,royce_o'neale,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203901,Elfrid,Payton,Elfrid Payton,"Payton, Elfrid",E. Payton,elfrid-payton,1994-02-22T00:00:00,Louisana-Lafayette,USA,Louisana-Lafayette/USA,190.5,195.0,10,4.0,Inactive,N,elfrid_payton,2014,2024,Y,Y,Y,2014,1,10,N,2014-06-26
1629541,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09T00:00:00,Olimpia Milano,Latvia,Olimpia Milano/Latvia,193.04,200.0,2,9.0,Inactive,N,tmp_dairis_bertans,2018,2018,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203949,James Michael,McAdoo,James Michael McAdoo,"McAdoo, James Michael",J. McAdoo,james-michael-mcadoo,1993-01-04T00:00:00,North Carolina,USA,North Carolina/USA,205.74,230.0,4,,Inactive,N,james michael_mcadoo,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203490,Otto,Porter Jr.,Otto Porter Jr.,"Porter Jr., Otto",O. Porter Jr.,otto-porter-jr,1993-06-03T00:00:00,Georgetown,USA,Georgetown/USA,203.2,230.0,11,,Inactive,N,otto_porter_jr,2013,2023,N,Y,Y,2013,1,3,N,2013-06-27
1627814,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Drexel,USA,Drexel/USA,198.12,210.0,8,10.0,Inactive,N,damion_lee,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627362,Briante,Weber,Briante Weber,"Weber, Briante",B. Weber,briante-weber,1992-12-29T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,187.96,165.0,4,3.0,Inactive,N,briante_weber,2015,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626203,Treveon,Graham,Treveon Graham,"Graham, Treveon",T. Graham,treveon-graham,1993-10-28T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,195.57999999999998,219.0,5,2.0,Inactive,N,treveon_graham,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627846,Abdel,Nader,Abdel Nader,"Nader, Abdel",A. Nader,abdel-nader,1993-09-25T00:00:00,Iowa State,Egypt,Iowa State/Egypt,195.57999999999998,225.0,5,,Inactive,N,abdel_nader,2017,2021,Y,Y,Y,2016,2,58,N,2016-06-23
1626181,Norman,Powell,Norman Powell,"Powell, Norman",N. Powell,norman-powell,1993-05-25T00:00:00,UCLA,USA,UCLA/USA,190.5,215.0,10,24.0,Active,Y,norman_powell,2015,2025,Y,Y,Y,2015,2,46,N,2015-06-25
1628070,Jordan,Loyd,Jordan Loyd,"Loyd, Jordan",J. Loyd,jordan-loyd,1993-07-27T00:00:00,Indianapolis,USA,Indianapolis/USA,193.04,210.0,2,8.0,Inactive,N,jordan_loyd,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,213.36,250.0,13,27.0,Inactive,Y,alex_len,2013,2024,N,Y,Y,2013,1,5,N,2013-06-27
203487,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,michael-carter-williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,195.57999999999998,190.0,10,11.0,Inactive,N,michael_carter-williams,2013,2022,Y,Y,Y,2013,1,11,N,2013-06-27
1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,195.57999999999998,205.0,6,8.0,Active,Y,javonte_green,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203499,Shane,Larkin,Shane Larkin,"Larkin, Shane",S. Larkin,shane-larkin,1992-10-02T00:00:00,Miami,USA,Miami/USA,180.34,175.0,4,8.0,Inactive,N,shane_larkin,2013,2017,Y,Y,Y,2013,1,18,N,2013-06-27
203960,JaKarr,Sampson,JaKarr Sampson,"Sampson, JaKarr",J. Sampson,jakarr-sampson,1993-03-20T00:00:00,St. John's (NY),USA,St. John's (NY)/USA,200.66,214.0,7,14.0,Inactive,N,jakarr_sampson,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203658,Norvel,Pelle,Norvel Pelle,"Pelle, Norvel",N. Pelle,norvel-pelle,1993-02-03T00:00:00,Iona,Antigua and Barbuda,Iona/Antigua and Barbuda,208.28,231.0,4,,Inactive,N,norvel_pelle,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
203530,Joffrey,Lauvergne,Joffrey Lauvergne,"Lauvergne, Joffrey",J. Lauvergne,joffrey-lauvergne,1991-09-30T00:00:00,Khimki,France,Khimki/France,210.82,260.0,5,77.0,Inactive,N,joffrey_lauvergne,2014,2017,N,Y,Y,2013,2,55,N,2013-06-27
1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,208.28,240.0,8,14.0,Active,Y,maxi_kleber,2017,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630267,Facundo,Campazzo,Facundo Campazzo,"Campazzo, Facundo",F. Campazzo,facundo-campazzo,1991-03-23T00:00:00,Murcia,Argentina,Murcia/Argentina,177.8,195.0,3,,Inactive,N,facundo_campazzo,2020,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203526,Raul,Neto,Raul Neto,"Neto, Raul",R. Neto,raul-neto,1992-05-19T00:00:00,Murcia,Brazil,Murcia/Brazil,187.96,180.0,9,19.0,Inactive,N,raul_neto,2015,2022,Y,Y,Y,2013,2,47,N,2013-06-27
204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,203.2,220.0,11,7.0,Active,Y,joe_ingles,2014,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
203382,Aron,Baynes,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,1986-12-09T00:00:00,Washington State,Australia,Washington State/Australia,208.28,260.0,10,46.0,Inactive,N,aron_baynes,2012,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1626257,Salah,Mejri,Salah Mejri,"Mejri, Salah",S. Mejri,salah-mejri,1986-06-15T00:00:00,Real Madrid,Tunisia,Real Madrid/Tunisia,218.44000000000003,235.0,5,50.0,Inactive,N,salah_mejri,2015,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628417,Jaron,Blossomgame,Jaron Blossomgame,"Blossomgame, Jaron",J. Blossomgame,jaron-blossomgame,1993-09-16T00:00:00,Clemson,USA,Clemson/USA,203.2,220.0,2,4.0,Inactive,N,jaron_blossomgame,2018,2018,Y,Y,Y,2017,2,59,N,2017-06-22
1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,amile-jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,205.74,222.0,3,,Inactive,N,amile_jefferson,2017,2019,Y,Y,Y,2017,,,N,2017-06-22
1627875,Marcus,Georges-Hunt,Marcus Georges-Hunt,"Georges-Hunt, Marcus",M. Georges-Hunt,marcus-georges-hunt,1994-03-28T00:00:00,Georgia Tech,USA,Georgia Tech/USA,195.57999999999998,226.0,3,13.0,Inactive,N,marcus_georges-hunt,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
