,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
307,1626259,Malcolm,Miller,Malcolm Miller,"Miller, Malcolm",M. Miller,malcolm-miller,1993-03-06T00:00:00,Holy Cross,USA,Holy Cross/USA,6-7,210,4,13.0,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,malcolm_miller,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
308,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,12,3.0,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,kentavious_caldwell-pope,2013,2025,N,Y,Y,2013,1,8,N
309,203948,Johnny,O'Bryant III,Johnny O'Bryant III,"O'Bryant III, Johnny",J. O'Bryant III,johnny-obryant-iii,1993-06-01T00:00:00,Louisiana State,USA,Louisiana State/USA,6-9,257,5,,Forward,Inactive,N,0,,,,,johnny_o'bryant_iii,2014,2017,Y,Y,Y,2014,2,36,N
310,203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,6-8,208,9,22.0,Guard-Forward,Inactive,N,1610612746,Clippers,LAC,clippers,LA,rodney_hood,2014,2021,Y,Y,Y,2014,1,23,N
311,1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-7,230,5,16.0,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
312,1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,6-5,200,9,,Guard,Inactive,Y,0,,,,,josh_richardson,2015,2024,Y,Y,Y,2015,2,40,N
313,1626220,Royce,O'Neale,Royce O'Neale,"O'Neale, Royce",R. O'Neale,royce-oneale,1993-06-05T00:00:00,Baylor,USA,Baylor/USA,6-6,226,8,0.0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,royce_o'neale,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
314,203901,Elfrid,Payton,Elfrid Payton,"Payton, Elfrid",E. Payton,elfrid-payton,1994-02-22T00:00:00,Louisana-Lafayette,USA,Louisana-Lafayette/USA,6-3,195,10,4.0,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,elfrid_payton,2014,2024,Y,Y,Y,2014,1,10,N
315,1629541,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09T00:00:00,Olimpia Milano,Latvia,Olimpia Milano/Latvia,6-4,200,2,9.0,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,2018,2018,N,Y,Y,Undrafted,Undrafted,Undrafted,N
316,203949,James Michael,McAdoo,James Michael McAdoo,"McAdoo, James Michael",J. McAdoo,james-michael-mcadoo,1993-01-04T00:00:00,North Carolina,USA,North Carolina/USA,6-9,230,4,,Forward,Inactive,N,0,,,,,james michael_mcadoo,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
317,203490,Otto,Porter Jr.,Otto Porter Jr.,"Porter Jr., Otto",O. Porter Jr.,otto-porter-jr,1993-06-03T00:00:00,Georgetown,USA,Georgetown/USA,6-8,230,11,,Forward,Inactive,N,0,,,,,otto_porter_jr,2013,2023,N,Y,Y,2013,1,3,N
318,1627814,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Drexel,USA,Drexel/USA,6-6,210,8,10.0,Guard-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,damion_lee,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
319,1627362,Briante,Weber,Briante Weber,"Weber, Briante",B. Weber,briante-weber,1992-12-29T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,165,4,3.0,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,briante_weber,2015,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
320,1626203,Treveon,Graham,Treveon Graham,"Graham, Treveon",T. Graham,treveon-graham,1993-10-28T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-5,219,5,2.0,Guard-Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,treveon_graham,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
321,1627846,Abdel,Nader,Abdel Nader,"Nader, Abdel",A. Nader,abdel-nader,1993-09-25T00:00:00,Iowa State,Egypt,Iowa State/Egypt,6-5,225,5,,Forward,Inactive,N,0,,,,,abdel_nader,2017,2021,Y,Y,Y,2016,2,58,N
322,1626181,Norman,Powell,Norman Powell,"Powell, Norman",N. Powell,norman-powell,1993-05-25T00:00:00,UCLA,USA,UCLA/USA,6-3,215,10,24.0,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,norman_powell,2015,2025,Y,Y,Y,2015,2,46,N
323,1628070,Jordan,Loyd,Jordan Loyd,"Loyd, Jordan",J. Loyd,jordan-loyd,1993-07-27T00:00:00,Indianapolis,USA,Indianapolis/USA,6-4,210,2,8.0,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,jordan_loyd,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
324,203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,13,27.0,Center,Inactive,Y,1610612747,Lakers,LAL,lakers,Los Angeles,alex_len,2013,2024,N,Y,Y,2013,1,5,N
325,203487,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,michael-carter-williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,190,10,11.0,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,michael_carter-williams,2013,2022,Y,Y,Y,2013,1,11,N
326,1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,6,8.0,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,javonte_green,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
327,203499,Shane,Larkin,Shane Larkin,"Larkin, Shane",S. Larkin,shane-larkin,1992-10-02T00:00:00,Miami,USA,Miami/USA,5-11,175,4,8.0,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,shane_larkin,2013,2017,Y,Y,Y,2013,1,18,N
328,203960,JaKarr,Sampson,JaKarr Sampson,"Sampson, JaKarr",J. Sampson,jakarr-sampson,1993-03-20T00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-7,214,7,14.0,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,jakarr_sampson,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
329,203658,Norvel,Pelle,Norvel Pelle,"Pelle, Norvel",N. Pelle,norvel-pelle,1993-02-03T00:00:00,Iona,Antigua and Barbuda,Iona/Antigua and Barbuda,6-10,231,4,,Center,Inactive,N,0,,,,,norvel_pelle,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
330,203530,Joffrey,Lauvergne,Joffrey Lauvergne,"Lauvergne, Joffrey",J. Lauvergne,joffrey-lauvergne,1991-09-30T00:00:00,Khimki,France,Khimki/France,6-11,260,5,77.0,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,joffrey_lauvergne,2014,2017,N,Y,Y,2013,2,55,N
331,1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,8,14.0,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,maxi_kleber,2017,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
332,1630267,Facundo,Campazzo,Facundo Campazzo,"Campazzo, Facundo",F. Campazzo,facundo-campazzo,1991-03-23T00:00:00,Murcia,Argentina,Murcia/Argentina,5-10,195,3,,Guard,Inactive,N,0,,,,,facundo_campazzo,2020,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
333,203526,Raul,Neto,Raul Neto,"Neto, Raul",R. Neto,raul-neto,1992-05-19T00:00:00,Murcia,Brazil,Murcia/Brazil,6-2,180,9,19.0,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,raul_neto,2015,2022,Y,Y,Y,2013,2,47,N
334,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220,11,7.0,Forward-Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,joe_ingles,2014,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
335,203382,Aron,Baynes,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,1986-12-09T00:00:00,Washington State,Australia,Washington State/Australia,6-10,260,10,46.0,Center-Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,aron_baynes,2012,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
336,1626257,Salah,Mejri,Salah Mejri,"Mejri, Salah",S. Mejri,salah-mejri,1986-06-15T00:00:00,Real Madrid,Tunisia,Real Madrid/Tunisia,7-2,235,5,50.0,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,salah_mejri,2015,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
337,1628417,Jaron,Blossomgame,Jaron Blossomgame,"Blossomgame, Jaron",J. Blossomgame,jaron-blossomgame,1993-09-16T00:00:00,Clemson,USA,Clemson/USA,6-8,220,2,4.0,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jaron_blossomgame,2018,2018,Y,Y,Y,2017,2,59,N
338,1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,amile-jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,6-9,222,3,,Forward,Inactive,N,0,,,,,amile_jefferson,2017,2019,Y,Y,Y,2017,,,N
339,1627875,Marcus,Georges-Hunt,Marcus Georges-Hunt,"Georges-Hunt, Marcus",M. Georges-Hunt,marcus-georges-hunt,1994-03-28T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,226,3,13.0,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marcus_georges-hunt,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
340,1627774,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,6-8,209,7,10.0,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jake_layman,2016,2021,Y,Y,Y,2016,2,47,N
341,1627779,Marcus,Paige,Marcus Paige,"Paige, Marcus",M. Paige,marcus-paige,1993-09-11T00:00:00,North Carolina,USA,North Carolina/USA,6-0,164,2,4.0,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,marcus_paige,2017,2017,Y,Y,Y,2016,2,55,N
342,1627744,Brice,Johnson,Brice Johnson,"Johnson, Brice",B. Johnson,brice-johnson,1994-06-27T00:00:00,North Carolina,USA,North Carolina/USA,6-10,230,2,,Forward,Inactive,N,0,,,,,brice_johnson,2016,2017,Y,Y,Y,2016,1,25,N
343,1628681,Rodney,Purvis,Rodney Purvis,"Purvis, Rodney",R. Purvis,rodney-purvis,1994-02-14T00:00:00,Connecticut,USA,Connecticut/USA,6-4,205,2,15.0,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,rodney_purvis,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
344,203933,T.J.,Warren,T.J. Warren,"Warren, T.J.",T. Warren,tj-warren,1993-09-05T00:00:00,North Carolina State,USA,North Carolina State/USA,6-8,220,10,24.0,Forward,Inactive,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,tj_warren,2014,2023,Y,Y,Y,2014,1,14,N
345,1626147,Justin,Anderson,Justin Anderson,"Anderson, Justin",J. Anderson,justin-anderson,1993-11-19T00:00:00,Virginia,USA,Virginia/USA,6-5,231,7,,Forward-Guard,Inactive,N,0,,,,,justin_anderson,2015,2021,Y,Y,Y,2015,1,21,N
346,1628463,Tyler,Cavanaugh,Tyler Cavanaugh,"Cavanaugh, Tyler",T. Cavanaugh,tyler-cavanaugh,1994-02-09T00:00:00,George Washington,USA,George Washington/USA,6-9,238,3,34.0,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,tyler_cavanaugh,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
347,204098,Xavier,Munford,Xavier Munford,"Munford, Xavier",X. Munford,xavier-munford,1992-06-01T00:00:00,Rhode Island,USA,Rhode Island/USA,6-4,173,2,0.0,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,xavier_munford,2015,2017,Y,Y,Y,2014,,,N
348,1627762,Joel,Bolomboy,Joel Bolomboy,"Bolomboy, Joel",J. Bolomboy,joel-bolomboy,1994-01-28T00:00:00,Weber State,Ukraine,Weber State/Ukraine,6-9,235,2,,Forward-Center,Inactive,N,0,,,,,joel_bolomboy,2016,2017,Y,Y,Y,2016,2,52,N
349,1626154,RJ,Hunter,RJ Hunter,"Hunter, RJ",R. Hunter,rj-hunter,1993-10-24T00:00:00,Georgia State,USA,Georgia State/USA,6-5,185,5,28.0,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,rj_hunter,2015,2018,Y,Y,Y,2015,1,28,N
350,1628429,Charles,Cooke,Charles Cooke,"Cooke, Charles",C. Cooke,charles-cooke,1994-07-01T00:00:00,Dayton,USA,Dayton/USA,6-5,196,2,4.0,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,charles_cooke,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
351,1627752,Taurean,Prince,Taurean Prince,"Prince, Taurean",T. Prince,taurean-prince,1994-03-22T00:00:00,Baylor,USA,Baylor/USA,6-6,218,9,12.0,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,taurean_prince,2016,2025,Y,Y,Y,2016,1,12,N
352,1628513,Naz,Mitrou-Long,Naz Mitrou-Long,"Mitrou-Long, Naz",N. Mitrou-Long,naz-mitrou-long,1993-08-03T00:00:00,Iowa State,Canada,Iowa State/Canada,6-3,218,4,15.0,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,naz_mitrou-long,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
353,1627777,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,6-6,230,9,31.0,Forward,Active,N,1610612762,Jazz,UTA,jazz,Utah,georges_niang,2016,2025,Y,Y,Y,2016,2,50,N
354,1628510,Andrew,White III,Andrew White III,"White III, Andrew",A. White III,andrew-white-iii,1993-06-16T00:00:00,Syracuse,USA,Syracuse/USA,6-7,210,2,4.0,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,andrew_white,2017,2017,Y,Y,Y,2017,,,N
355,1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,9,7.0,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,buddy_hield,2016,2025,N,Y,Y,2016,1,6,N
356,203935,Marcus,Smart,Marcus Smart,"Smart, Marcus",M. Smart,marcus-smart,1994-03-06T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-3,220,11,36.0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,marcus_smart,2014,2025,Y,Y,Y,2014,1,6,N
357,1628221,Gabe,York,Gabe York,"York, Gabe",G. York,gabe-york,1993-08-02T00:00:00,Arizona,USA,Arizona/USA,6-3,190,3,32.0,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,gabe_york,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
358,1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,yogi-ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,178,6,11.0,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,yogi_ferrell,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
359,203922,Glenn,Robinson III,Glenn Robinson III,"Robinson III, Glenn",G. Robinson III,glenn-robinson-iii,1994-01-08T00:00:00,Michigan,USA,Michigan/USA,6-6,222,8,,Forward,Inactive,N,0,,,,,glenn_robinson iii,2014,2020,Y,Y,Y,2014,2,40,N
360,203917,Nik,Stauskas,Nik Stauskas,"Stauskas, Nik",N. Stauskas,nik-stauskas,1993-10-07T00:00:00,Michigan,Canada,Michigan/Canada,6-6,207,7,13.0,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,nik_stauskas,2014,2021,Y,Y,Y,2014,1,8,N
361,1627747,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-7,205,9,8.0,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,caris_levert,2016,2025,N,Y,Y,2016,1,20,N
362,1627853,Ryan,Arcidiacono,Ryan Arcidiacono,"Arcidiacono, Ryan",R. Arcidiacono,ryan-arcidiacono,1994-03-26T00:00:00,Villanova,USA,Villanova/USA,6-3,195,7,,Guard,Inactive,N,0,,,,,ryan_arcidiacono,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
363,1628493,Mangok,Mathiang,Mangok Mathiang,"Mathiang, Mangok",M. Mathiang,mangok-mathiang,1992-10-08T00:00:00,Louisville,Australia,Louisville/Australia,6-10,230,1,9.0,Forward-Center,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,mangok_mathiang,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
364,1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,montrezl-harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-7,240,9,5.0,Forward-Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,montrezl_harrell,2015,2022,Y,Y,Y,2015,2,32,N
365,203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-7,213,11,9.0,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,jerami_grant,2014,2025,N,Y,Y,2014,2,39,N
366,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,9,8.0,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,kris_dunn,2016,2025,Y,Y,Y,2016,1,5,N
367,1628422,Damyean,Dotson,Damyean Dotson,"Dotson, Damyean",D. Dotson,damyean-dotson,1994-05-06T00:00:00,Houston,USA,Houston/USA,6-5,210,5,,Guard,Inactive,N,0,,,,,damyean_dotson,2017,2021,Y,Y,Y,2017,2,44,N
368,1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,danuel-house-jr,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,8,,Forward-Guard,Inactive,N,0,,,,,danuel_house,2016,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
369,1626155,Sam,Dekker,Sam Dekker,"Dekker, Sam",S. Dekker,sam-dekker,1994-05-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-8,219,5,,Forward,Inactive,N,0,,,,,sam_dekker,2015,2021,Y,Y,Y,2015,1,18,N
370,1627832,Fred,VanVleet,Fred VanVleet,"VanVleet, Fred",F. VanVleet,fred-vanvleet,1994-02-25T00:00:00,Wichita State,USA,Wichita State/USA,6-0,197,9,5.0,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,fred_vanvleet,2016,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
371,203500,Steven,Adams,Steven Adams,"Adams, Steven",S. Adams,steven-adams,1993-07-20T00:00:00,Pittsburgh,New Zealand,Pittsburgh/New Zealand,6-11,265,12,12.0,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,steven_adams,2013,2025,N,Y,Y,2013,1,12,N
372,1626187,Michael,Frazier II,Michael Frazier II,"Frazier II, Michael",M. Frazier II,michael-frazier-ii,1994-03-08T00:00:00,Florida,USA,Florida/USA,6-3,200,2,21.0,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,michael_frazier,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
373,1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-4,195,7,,Guard,Inactive,N,0,,,,,shaquille_harrison,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
374,203457,Nerlens,Noel,Nerlens Noel,"Noel, Nerlens",N. Noel,nerlens-noel,1994-04-10T00:00:00,Kentucky,USA,Kentucky/USA,6-10,220,10,,Center-Forward,Inactive,N,0,,,,,nerlens_noel,2013,2022,N,Y,Y,2013,1,6,N
375,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,willie-cauley-stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,7-0,240,8,0.0,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,willie_cauley-stein,2015,2022,Y,Y,Y,2015,1,6,N
376,1627816,Alex,Poythress,Alex Poythress,"Poythress, Alex",A. Poythress,alex-poythress,1993-09-06T00:00:00,Kentucky,USA,Kentucky/USA,6-9,235,4,22.0,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,alex_poythress,2016,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
377,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,8,9.0,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,alex_caruso,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
378,1628495,Milton,Doyle,Milton Doyle,"Doyle, Milton",M. Doyle,milton-doyle,1993-10-31T00:00:00,Loyola-Chicago,USA,Loyola-Chicago/USA,6-4,180,2,14.0,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,milton_doyle,2017,2017,Y,Y,Y,2017,,,N
379,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-9,235,11,22.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,richaun_holmes,2015,2024,Y,Y,Y,2015,2,37,N
380,203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-8,230,11,2.0,Forward-Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kyle_anderson,2014,2025,Y,Y,Y,2014,1,30,N
381,203498,Shabazz,Muhammad,Shabazz Muhammad,"Muhammad, Shabazz",S. Muhammad,shabazz-muhammad,1992-11-13T00:00:00,UCLA,USA,UCLA/USA,6-6,221,6,15.0,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,shabazz_muhammad,2013,2017,Y,Y,Y,2013,1,14,N
382,1628571,Erik,McCree,Erik McCree,"McCree, Erik",E. McCree,erik-mccree,1993-12-20T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-8,225,1,21.0,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,erik_mccree,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
383,1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,7,,Guard,Inactive,N,0,,,,,bryn_forbes,2016,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
384,203518,Alex,Abrines,Alex Abrines,"Abrines, Alex",A. Abrines,alex-abrines,1993-08-01T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-6,200,3,,Guard,Inactive,N,0,,,,,alex_abrines,2016,2018,N,Y,Y,2013,2,32,N
385,1626209,Mario,Hezonja,Mario Hezonja,"Hezonja, Mario",M. Hezonja,mario-hezonja,1995-02-25T00:00:00,FC Barcelona,Croatia,FC Barcelona/Croatia,6-8,220,6,44.0,Forward-Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,mario_hezonja,2015,2019,N,Y,Y,2015,1,5,N
386,1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,willy-hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250,8,9.0,Center-Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,willy_hernangomez,2016,2022,N,Y,Y,2015,2,35,N
387,1627856,Matt,Costello,Matt Costello,"Costello, Matt",M. Costello,matt-costello,1993-08-05T00:00:00,Michigan State,USA,Michigan State/USA,6-10,240,2,10.0,Forward-Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,matt_costello,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
388,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,11,11.0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,gary_harris,2014,2025,N,Y,Y,2014,1,19,N
389,1627756,Denzel,Valentine,Denzel Valentine,"Valentine, Denzel",D. Valentine,denzel-valentine,1993-11-16T00:00:00,Michigan State,USA,Michigan State/USA,6-4,220,6,,Guard,Inactive,N,0,,,,,denzel_valentine,2016,2021,Y,Y,Y,2016,1,14,N
390,1627982,Josh,Gray,Josh Gray,"Gray, Josh",J. Gray,josh-gray,1993-09-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-0,180,3,5.0,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,josh_gray,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
